Potion_Price
07/01/2022 20:44:08,1290
07/01/2022 20:44:18,1290
07/01/2022 20:44:28,1290
07/01/2022 20:44:38,1304
07/01/2022 20:44:48,1300
07/01/2022 20:45:00,1300
07/01/2022 20:45:08,1300
07/01/2022 20:45:48,1290
07/01/2022 20:45:58,1290
07/01/2022 20:46:08,1290
07/01/2022 20:46:18,1290
07/01/2022 20:46:28,1290
07/01/2022 20:46:38,1290
07/01/2022 20:46:48,1290
07/01/2022 20:46:58,1290
07/01/2022 20:47:08,1290
07/01/2022 20:48:48,1285
07/01/2022 20:48:59,1284
07/01/2022 20:51:49,1280
07/01/2022 20:52:01,1280
07/01/2022 20:52:10,1280
07/01/2022 20:52:20,1280
07/01/2022 20:53:24,1280
07/01/2022 20:53:34,1280
07/01/2022 20:53:44,1280
07/01/2022 20:53:54,1279
