Egg_Price
07/01/2022 20:44:08,4320
07/01/2022 20:44:18,4320
07/01/2022 20:44:28,4319
07/01/2022 20:44:38,4319
07/01/2022 20:44:48,4319
07/01/2022 20:45:00,4319
07/01/2022 20:45:08,4319
07/01/2022 20:45:48,4314
07/01/2022 20:45:58,4314
07/01/2022 20:46:08,4314
07/01/2022 20:46:18,4310
07/01/2022 20:46:28,4310
07/01/2022 20:46:38,4310
07/01/2022 20:46:48,4310
07/01/2022 20:46:58,4310
07/01/2022 20:47:08,4310
07/01/2022 20:48:48,4290
07/01/2022 20:48:59,4290
07/01/2022 20:51:49,4295
07/01/2022 20:52:01,4295
07/01/2022 20:52:10,4295
07/01/2022 20:52:20,4295
07/01/2022 20:53:24,4295
07/01/2022 20:53:34,4295
07/01/2022 20:53:44,4295
07/01/2022 20:53:54,4294
4289
4289
4289
4289
4288
4293
4294
4294
4293
4292
4292
4288
4294
4290
4294
4290
